Particle 1 
1.37438, -1.22073, 1.62475
1.38956, -1.20562, 1.63003
1.40474, -1.19051, 1.63532
1.41992, -1.17541, 1.6406
1.4351, -1.1603, 1.64588
1.45028, -1.14519, 1.65117
1.46546, -1.13008, 1.65645
1.48064, -1.11497, 1.66173
1.49582, -1.09986, 1.66702
1.511, -1.08475, 1.6723
1.52618, -1.06964, 1.67759
1.54137, -1.05454, 1.68287
1.55655, -1.03943, 1.68815
1.57173, -1.02432, 1.69344
1.58691, -1.00921, 1.69872
1.60209, -0.994101, 1.704
1.61727, -0.978993, 1.70929
1.63245, -0.963884, 1.71457
1.64763, -0.948775, 1.71986
1.66281, -0.933666, 1.72514
1.67799, -0.918558, 1.73042
1.69317, -0.903449, 1.73571
1.70835, -0.88834, 1.74099
1.72354, -0.873231, 1.74627
1.73872, -0.858122, 1.75156
1.7539, -0.843014, 1.75684
1.76908, -0.827905, 1.76213
1.78426, -0.812796, 1.76741
1.79944, -0.797687, 1.77269
1.81462, -0.782579, 1.77798
1.8298, -0.76747, 1.78326
1.84498, -0.752361, 1.78854
1.86016, -0.737252, 1.79383
1.87534, -0.722144, 1.79911
1.89052, -0.707035, 1.8044
1.90571, -0.691926, 1.80968
1.92089, -0.676817, 1.81496
1.93607, -0.661709, 1.82025
1.95125, -0.6466, 1.82553
1.96643, -0.631491, 1.83081
1.98161, -0.616382, 1.8361
1.99679, -0.601273, 1.84138
2.01197, -0.586165, 1.84666
2.02715, -0.571056, 1.85195
2.04233, -0.555947, 1.85723
2.05751, -0.540838, 1.86252
2.07269, -0.52573, 1.8678
2.08788, -0.510621, 1.87308
2.10306, -0.495512, 1.87837
2.11824, -0.480403, 1.88365
2.13342, -0.465295, 1.88893
2.1486, -0.450186, 1.89422
2.16378, -0.435077, 1.8995
2.17896, -0.419968, 1.90479
2.19414, -0.40486, 1.91007
2.20932, -0.389751, 1.91535
2.2245, -0.374642, 1.92064
2.23968, -0.359533, 1.92592
2.25486, -0.344424, 1.9312
2.27005, -0.329316, 1.93649
2.28523, -0.314207, 1.94177
2.30041, -0.299098, 1.94706
2.31559, -0.283989, 1.95234
2.33077, -0.268881, 1.95762
2.34595, -0.253772, 1.96291
2.36113, -0.238663, 1.96819
2.37631, -0.223554, 1.97347
2.39149, -0.208446, 1.97876
2.40667, -0.193337, 1.98404
2.42185, -0.178228, 1.98933
2.43703, -0.163119, 1.99461
2.45221, -0.148011, 1.99989
2.4674, -0.132902, 2.00518
2.48258, -0.117793, 2.01046
2.49776, -0.102684, 2.01574
2.51294, -0.0875756, 2.02103
2.52812, -0.0724669, 2.02631
2.5433, -0.0573581, 2.03159
2.55848, -0.0422494, 2.03688
2.57366, -0.0271406, 2.04216
2.58884, -0.0120319, 2.04745
2.60402, 0.00307688, 2.05273
2.6192, 0.0181856, 2.05801
2.63438, 0.0332944, 2.0633
2.64957, 0.0484031, 2.06858
2.66475, 0.0635119, 2.07386
2.67993, 0.0786207, 2.07915
2.69511, 0.0937294, 2.08443
2.71029, 0.108838, 2.08971
2.72547, 0.123947, 2.095
2.74065, 0.139056, 2.10028
2.75583, 0.154164, 2.10556
2.77101, 0.169273, 2.11085
2.78619, 0.184382, 2.11613
2.80137, 0.199491, 2.12142
2.81655, 0.214599, 2.1267
2.83174, 0.229708, 2.13198
2.84692, 0.244817, 2.13727
2.8621, 0.259926, 2.14255
2.87728, 0.275034, 2.14783
2.89246, 0.290143, 2.15312
2.90764, 0.305252, 2.1584
2.92282, 0.320361, 2.16368
2.938, 0.33547, 2.16897
2.95318, 0.350578, 2.17425
2.96836, 0.365687, 2.17953
2.98354, 0.380796, 2.18482
2.99872, 0.395905, 2.1901
3.01391, 0.411013, 2.19539
3.02909, 0.426122, 2.20067
3.04427, 0.441231, 2.20595
3.05945, 0.45634, 2.21124
3.07463, 0.471448, 2.21652
3.08981, 0.486557, 2.2218
3.10499, 0.501666, 2.22709
3.12017, 0.516775, 2.23237
3.13535, 0.531883, 2.23765
3.15053, 0.546992, 2.24294
3.16571, 0.562101, 2.24822
3.18089, 0.57721, 2.25351
3.19608, 0.592318, 2.25879
3.21126, 0.607427, 2.26407
3.22644, 0.622536, 2.26936
3.24162, 0.637645, 2.27464
3.2568, 0.652754, 2.27992
3.27198, 0.667862, 2.28521
3.28716, 0.682971, 2.29049
3.30234, 0.69808, 2.29577
3.31752, 0.713189, 2.30106
3.3327, 0.728297, 2.30634
3.34788, 0.743406, 2.31162
3.36306, 0.758515, 2.31691
3.37825, 0.773624, 2.32219
3.39343, 0.788732, 2.32748
3.40861, 0.803841, 2.33276
3.42379, 0.81895, 2.33804
3.43897, 0.834059, 2.34333
3.45415, 0.849167, 2.34861
3.46933, 0.864276, 2.35389
3.48451, 0.879385, 2.35918
3.49969, 0.894494, 2.36446
3.51487, 0.909603, 2.36974
3.53005, 0.924711, 2.37503
3.54523, 0.93982, 2.38031
3.56042, 0.954929, 2.3856
3.5756, 0.970038, 2.39088
3.59078, 0.985146, 2.39616
3.60596, 1.00026, 2.40145
3.62114, 1.01536, 2.40673
3.63632, 1.03047, 2.41201
3.6515, 1.04558, 2.4173
3.66668, 1.06069, 2.42258
3.68186, 1.0758, 2.42786
3.69704, 1.09091, 2.43315
3.71222, 1.10602, 2.43843
